UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200210-22:53:32.920560,-108.183851,39.019677,3050,237.6,168.1,92,-108.055426,39.024808,4911.6,0.66,1.57,44.7
20200210-22:53:33.020560,-108.183944,39.019677,3050,239.9,168,92.3,-108.05543,39.024808,4911.6,0.66,1.57,44.7
20200210-22:53:33.120560,-108.184036,39.019677,3050,237.3,168.3,92.6,-108.055433,39.024808,4911.6,0.66,1.57,44.7
20200210-22:53:33.220560,-108.184129,39.019677,3049,238.7,167.9,93.3,-108.055437,39.024808,4911.6,0.66,1.57,44.7
20200210-22:53:33.320560,-108.184221,39.019677,3049,237,168,93.3,-108.055441,39.024809,4911.6,0.67,1.57,44.7
20200210-22:53:33.420560,-108.184221,39.019677,3049,237.4,168.5,93.5,-108.055445,39.024809,4911.6,0.67,1.57,44.7
20200210-22:53:33.520560,-108.184314,39.019677,3049,238.5,169.1,93.8,-108.055448,39.024809,4911.6,0.67,1.57,44.7
20200210-22:53:33.620580,-108.184407,39.019677,3049,238.6,168.9,93.9,-108.055452,39.024809,4911.6,0.67,1.57,44.7
20200210-22:53:33.720580,-108.184499,39.019677,3049,239.4,167.8,94,-108.055456,39.024809,4911.6,0.66,1.57,44.7
20200210-22:53:33.820580,-108.184592,39.019677,3049,238.5,168.8,93.9,-108.05546,39.02481,4911.6,0.66,1.57,44.7
20200210-22:53:33.920580,-108.184684,39.019677,3049,239.5,168.5,93.9,-108.055463,39.02481,4911.6,0.66,1.57,44.7
20200210-22:53:34.020580,-108.184777,39.019677,3049,239,169.2,94.1,-108.055467,39.02481,4911.6,0.67,1.57,44.7
20200210-22:53:34.120580,-108.184777,39.019677,3049,238.4,168.6,93.9,-108.055471,39.02481,4911.6,0.67,1.57,44.7
20200210-22:53:34.220580,-108.18487,39.019677,3048,238.2,168.3,93.9,-108.055475,39.02481,4911.6,0.67,1.57,44.7
20200210-22:53:34.320600,-108.184962,39.019677,3048,237.5,168.1,93.5,-108.055478,39.024811,4911.6,0.65,1.57,44.7
20200210-22:53:34.420600,-108.185055,39.019677,3048,238.5,168.4,93.3,-108.055482,39.024811,4911.6,0.65,1.57,44.7
20200210-22:53:34.520600,-108.185147,39.019677,3048,237.7,169.9,92.9,-108.055486,39.024811,4911.6,0.65,1.57,44.7
20200210-22:53:34.620600,-108.18524,39.019677,3048,238.2,169.2,92.4,-108.05549,39.024811,4911.6,0.66,1.58,44.7
20200210-22:53:34.720600,-108.18524,39.019769,3048,239.1,168.4,92.1,-108.055493,39.024811,4911.6,0.67,1.57,44.7
20200210-22:53:34.820600,-108.185333,39.019769,3048,239.3,167.7,92,-108.055497,39.024812,4911.6,0.66,1.57,44.7
20200210-22:53:34.920600,-108.185425,39.019769,3047,239.6,168.8,91.8,-108.055501,39.024812,4911.6,0.67,1.57,44.7
20200210-22:53:35.020600,-108.185518,39.019769,3047,240.5,168.7,91.7,-108.055505,39.024812,4911.6,0.66,1.58,44.7
20200210-22:53:35.120600,-108.18561,39.019769,3047,240.2,169.6,92,-108.055508,39.024812,4911.6,0.67,1.58,44.7
20200210-22:53:35.220600,-108.185703,39.019769,3047,240.7,170.2,91.9,-108.055512,39.024812,4911.6,0.66,1.57,44.7
20200210-22:53:35.320620,-108.185796,39.019769,3047,239.7,168.9,91.5,-108.055516,39.024813,4911.6,0.66,1.57,44.7
20200210-22:53:35.420620,-108.185796,39.019769,3047,239.2,169.4,91.8,-108.05552,39.024813,4911.6,0.66,1.58,44.7
20200210-22:53:35.520620,-108.185888,39.019769,3047,240.7,170.4,92.1,-108.055523,39.024813,4911.6,0.67,1.58,44.7
20200210-22:53:35.620620,-108.185981,39.019769,3047,242.4,169.7,92.4,-108.055527,39.024813,4911.5,0.67,1.58,44.7
20200210-22:53:35.720620,-108.186073,39.019769,3047,242.3,170.9,92.6,-108.055531,39.024814,4911.5,0.66,1.58,44.7
20200210-22:53:35.820620,-108.186166,39.019769,3047,243.6,170.4,93,-108.055535,39.024814,4911.5,0.66,1.58,44.7
20200210-22:53:35.920620,-108.186259,39.019769,3047,242.2,170.4,93.1,-108.055538,39.024814,4911.5,0.66,1.58,44.7
20200210-22:53:36.020640,-108.186351,39.019769,3047,243.9,170.7,93.4,-108.055542,39.024814,4911.5,0.65,1.58,44.7
20200210-22:53:36.120640,-108.186351,39.019769,3047,243.4,171,93.8,-108.055546,39.024814,4911.5,0.66,1.59,44.7
20200210-22:53:36.220640,-108.186444,39.019862,3047,243.1,172.4,94.5,-108.05555,39.024815,4911.5,0.66,1.58,44.7
20200210-22:53:36.320640,-108.186536,39.019862,3047,245.3,171.7,94.9,-108.055553,39.024815,4911.5,0.67,1.58,44.7
20200210-22:53:36.420640,-108.186629,39.019862,3047,247.2,171.9,95.7,-108.055557,39.024815,4911.5,0.66,1.58,44.7
20200210-22:53:36.520640,-108.186722,39.019862,3047,247.3,172.4,95.8,-108.055561,39.024815,4911.5,0.66,1.58,44.7
20200210-22:53:36.620640,-108.186814,39.019862,3046,247.7,172.2,96,-108.055565,39.024815,4911.5,0.66,1.59,44.7
20200210-22:53:36.720640,-108.186814,39.019862,3046,248,172.1,96.1,-108.055568,39.024816,4911.5,0.65,1.59,44.7
20200210-22:53:36.820640,-108.186907,39.019862,3046,248.1,173.4,96.6,-108.055572,39.024816,4911.5,0.66,1.59,44.7
20200210-22:53:36.920640,-108.186999,39.019862,3046,246.3,172.7,96.8,-108.055576,39.024816,4911.5,0.66,1.59,44.7
20200210-22:53:37.020640,-108.187092,39.019862,3046,247.5,172.8,96.9,-108.05558,39.024816,4911.5,0.67,1.59,44.7
20200210-22:53:37.120660,-108.187185,39.019862,3047,247.5,174.2,97,-108.055583,39.024816,4911.5,0.67,1.59,44.7
20200210-22:53:37.220660,-108.187277,39.019862,3047,247.5,172.7,97.2,-108.055587,39.024817,4911.5,0.66,1.59,44.7
20200210-22:53:37.320660,-108.18737,39.019862,3047,248.6,173.5,97.2,-108.055591,39.024817,4911.5,0.66,1.59,44.7
20200210-22:53:37.420660,-108.18737,39.019862,3047,249.4,172.2,96.8,-108.055595,39.024817,4911.5,0.64,1.59,44.7
20200210-22:53:37.520660,-108.187462,39.019862,3047,250.8,173.2,96.4,-108.055598,39.024817,4911.5,0.64,1.59,44.7
20200210-22:53:37.620660,-108.187555,39.019955,3047,251.4,172,96,-108.055602,39.024818,4911.5,0.65,1.59,44.7
20200210-22:53:37.720660,-108.187648,39.019955,3047,251.1,172.5,95.8,-108.055606,39.024818,4911.5,0.66,1.59,44.7
20200210-22:53:37.820680,-108.18774,39.019955,3048,254.7,172.6,95.6,-108.05561,39.024818,4911.5,0.68,1.59,44.7
20200210-22:53:37.920680,-108.18774,39.019955,3048,254,172.1,94.9,-108.055614,39.024818,4911.5,0.67,1.59,44.7
20200210-22:53:38.020680,-108.187833,39.019955,3048,251.3,172.3,94.8,-108.055617,39.024818,4911.5,0.66,1.59,44.7
20200210-22:53:38.120680,-108.187925,39.019955,3048,253.5,171.2,94.1,-108.055621,39.024819,4911.5,0.65,1.59,44.7
20200210-22:53:38.220680,-108.188018,39.019955,3048,256.1,171.1,93.3,-108.055625,39.024819,4911.5,0.65,1.59,44.7
20200210-22:53:38.320680,-108.188111,39.019955,3048,253.3,169.9,92.7,-108.055629,39.024819,4911.4,0.66,1.59,44.7
20200210-22:53:38.420680,-108.188203,39.019955,3048,253.9,170.1,92.4,-108.055632,39.024819,4911.4,0.67,1.59,44.7
20200210-22:53:38.520700,-108.188296,39.019955,3047,255.5,170,91.6,-108.055636,39.024819,4911.4,0.67,1.59,44.7
20200210-22:53:38.620680,-108.188296,39.019955,3047,256.8,169.2,90.9,-108.05564,39.02482,4911.4,0.67,1.59,44.7
20200210-22:53:38.720680,-108.188388,39.019955,3047,258,169.8,90.4,-108.055644,39.02482,4911.4,0.65,1.59,44.7
20200210-22:53:38.820700,-108.188481,39.019955,3047,259.2,168.9,90.2,-108.055647,39.02482,4911.4,0.65,1.59,44.7
20200210-22:53:38.920700,-108.188574,39.019955,3047,257.9,168.6,89.1,-108.055651,39.02482,4911.4,0.63,1.59,44.7
20200210-22:53:39.020700,-108.188666,39.019955,3047,257.1,168.9,88.6,-108.055655,39.02482,4911.4,0.64,1.59,44.7
20200210-22:53:39.120700,-108.188759,39.020047,3047,255.9,167.7,88.2,-108.055659,39.024821,4911.4,0.64,1.59,44.7
20200210-22:53:39.220700,-108.188851,39.020047,3047,257.7,168.6,87.9,-108.055662,39.024821,4911.4,0.65,1.6,44.7
20200210-22:53:39.320700,-108.188851,39.020047,3047,255.6,167.1,87.5,-108.055666,39.024821,4911.4,0.66,1.6,44.7
20200210-22:53:39.420700,-108.188944,39.020047,3047,255.4,167,87.3,-108.05567,39.024821,4911.4,0.64,1.59,44.7
20200210-22:53:39.520720,-108.189037,39.020047,3047,254.2,166.8,86.9,-108.055674,39.024822,4911.4,0.64,1.59,44.7
20200210-22:53:39.620720,-108.189129,39.020047,3047,255.9,167.2,86.6,-108.055677,39.024822,4911.4,0.63,1.59,44.7
20200210-22:53:39.720720,-108.189222,39.020047,3047,259.1,166.7,86.4,-108.055681,39.024822,4911.4,0.64,1.6,44.7
20200210-22:53:39.820720,-108.189314,39.020047,3047,260.8,167.6,86.2,-108.055685,39.024822,4911.4,0.66,1.6,44.7
20200210-22:53:39.920720,-108.189314,39.020047,3047,259.4,167.3,86.1,-108.055689,39.024822,4911.4,0.66,1.59,44.7
20200210-22:53:40.020720,-108.189407,39.020047,3047,260.1,167.3,86.1,-108.055692,39.024823,4911.4,0.68,1.59,44.7
20200210-22:53:40.120720,-108.1895,39.020047,3047,259.6,167.7,86.1,-108.055696,39.024823,4911.4,0.65,1.59,44.7
20200210-22:53:40.220740,-108.189592,39.020047,3047,256.1,167.7,86.5,-108.0557,39.024823,4911.4,0.65,1.59,44.7
20200210-22:53:40.320740,-108.189685,39.020047,3048,258.3,167.2,86.5,-108.055704,39.024823,4911.4,0.63,1.59,44.7
20200210-22:53:40.420740,-108.189777,39.02014,3048,257.6,167.5,87.5,-108.055707,39.024823,4911.4,0.64,1.6,44.7
20200210-22:53:40.520720,-108.18987,39.02014,3048,256.6,168.1,88,-108.055711,39.024824,4911.4,0.65,1.59,44.7
20200210-22:53:40.620740,-108.18987,39.02014,3048,256.1,168,88.5,-108.055715,39.024824,4911.4,0.65,1.59,44.7
20200210-22:53:40.720740,-108.189962,39.02014,3048,256,167.9,88.9,-108.055719,39.024824,4911.4,0.65,1.59,44.7
20200210-22:53:40.820740,-108.190055,39.02014,3048,254.3,168.8,89.6,-108.055722,39.024824,4911.4,0.64,1.59,44.7
20200210-22:53:40.920740,-108.190148,39.02014,3048,254.4,168.7,90.1,-108.055726,39.024824,4911.4,0.63,1.59,44.7
20200210-22:53:41.020740,-108.19024,39.02014,3048,256,167.8,90.6,-108.05573,39.024825,4911.4,0.63,1.59,44.7
20200210-22:53:41.120740,-108.190333,39.02014,3048,255.7,168.4,91.1,-108.055734,39.024825,4911.4,0.63,1.59,44.7
20200210-22:53:41.220740,-108.190425,39.02014,3048,259.2,168.9,91.1,-108.055737,39.024825,4911.3,0.64,1.59,44.7
20200210-22:53:41.320760,-108.190425,39.02014,3048,260,168.3,91.2,-108.055741,39.024825,4911.3,0.65,1.59,44.7
20200210-22:53:41.420760,-108.190518,39.02014,3048,260.6,167.4,91.3,-108.055745,39.024826,4911.3,0.66,1.59,44.7
20200210-22:53:41.520760,-108.190611,39.02014,3048,260.4,168.7,90.5,-108.055749,39.024826,4911.3,0.65,1.59,44.7
20200210-22:53:41.620760,-108.190703,39.02014,3048,260.3,168.4,90.2,-108.055752,39.024826,4911.3,0.65,1.59,44.7
20200210-22:53:41.720760,-108.190796,39.020232,3049,261.7,167.8,89.8,-108.055756,39.024826,4911.3,0.64,1.59,44.7
20200210-22:53:41.820760,-108.190888,39.020232,3049,264.5,167.8,89.3,-108.05576,39.024826,4911.3,0.63,1.59,44.7
20200210-22:53:41.920760,-108.190888,39.020232,3049,262.8,168.9,88.7,-108.055764,39.024827,4911.3,0.64,1.59,44.7
20200210-22:53:42.020780,-108.190981,39.020232,3048,262.2,169.3,88.5,-108.055767,39.024827,4911.3,0.64,1.59,44.7
20200210-22:53:42.120780,-108.191074,39.020232,3048,265.8,168.1,87.2,-108.055771,39.024827,4911.3,0.64,1.59,44.7
20200210-22:53:42.220780,-108.191166,39.020232,3047,265.3,168.7,86.8,-108.055775,39.024827,4911.3,0.64,1.59,44.7
20200210-22:53:42.320780,-108.191259,39.020232,3047,265.3,168.5,86.4,-108.055779,39.024827,4911.3,0.63,1.59,44.7
20200210-22:53:42.420780,-108.191351,39.020232,3046,266.5,168.7,86,-108.055782,39.024828,4911.3,0.62,1.59,44.7
20200210-22:53:42.520780,-108.191444,39.020232,3046,264.4,168.5,85.7,-108.055786,39.024828,4911.3,0.62,1.59,44.7
20200210-22:53:42.620780,-108.191537,39.020232,3045,264.2,168,85.7,-108.05579,39.024828,4911.3,0.62,1.59,44.7
20200210-22:53:42.720780,-108.191537,39.020232,3045,265.9,167.8,85.3,-108.055794,39.024828,4911.3,0.63,1.59,44.7
20200210-22:53:42.820780,-108.191629,39.020232,3045,266,168.1,85.2,-108.055797,39.024828,4911.3,0.64,1.59,44.7
20200210-22:53:42.920780,-108.191722,39.020232,3045,269.7,167.3,85.3,-108.055801,39.024829,4911.3,0.65,1.59,44.7
20200210-22:53:43.020800,-108.191814,39.020232,3044,271.4,167.7,85.2,-108.055805,39.024829,4911.3,0.65,1.58,44.7
20200210-22:53:43.120800,-108.191907,39.020232,3044,268.1,168.4,85,-108.055809,39.024829,4911.3,0.64,1.58,44.7
20200210-22:53:43.220800,-108.192,39.020232,3043,269.8,167.5,85,-108.055812,39.024829,4911.3,0.64,1.59,44.7
20200210-22:53:43.320800,-108.192092,39.020232,3043,267.5,167.9,85,-108.055816,39.02483,4911.3,0.63,1.59,44.7
20200210-22:53:43.420800,-108.192185,39.020232,3043,269.8,168.7,85.2,-108.05582,39.02483,4911.3,0.64,1.59,44.7
20200210-22:53:43.520800,-108.192185,39.020232,3043,270.2,168.2,84.7,-108.055824,39.02483,4911.3,0.63,1.58,44.7
20200210-22:53:43.620800,-108.192277,39.020232,3043,271.7,168.8,84.7,-108.055827,39.02483,4911.3,0.64,1.59,44.7
20200210-22:53:43.720820,-108.19237,39.020325,3043,274.3,168.5,84.9,-108.055831,39.02483,4911.3,0.63,1.58,44.7
20200210-22:53:43.820820,-108.192463,39.020325,3043,275.8,168.2,84.7,-108.055835,39.024831,4911.3,0.62,1.58,44.7
20200210-22:53:43.920820,-108.192555,39.020325,3043,274.1,168.3,84.7,-108.055839,39.024831,4911.3,0.62,1.58,44.7
20200210-22:53:44.020820,-108.192648,39.020325,3043,272.4,168.4,84.9,-108.055842,39.024831,4911.3,0.6,1.58,44.7
20200210-22:53:44.120820,-108.192648,39.020325,3043,271.3,168.9,84.7,-108.055846,39.024831,4911.3,0.62,1.58,44.7
20200210-22:53:44.220820,-108.19274,39.020325,3043,273.8,168.4,85,-108.05585,39.024831,4911.2,0.61,1.58,44.7
20200210-22:53:44.320820,-108.192833,39.020325,3043,271.7,168.3,85.1,-108.055854,39.024832,4911.2,0.62,1.58,44.7
20200210-22:53:44.420820,-108.192926,39.020325,3043,273.5,168.4,85.4,-108.055857,39.024832,4911.2,0.63,1.58,44.7
20200210-22:53:44.520820,-108.193018,39.020325,3043,274.3,168.2,85.3,-108.055861,39.024832,4911.2,0.63,1.58,44.7
20200210-22:53:44.620820,-108.193111,39.020325,3043,274.6,167.6,85.8,-108.055865,39.024832,4911.2,0.63,1.58,44.7
20200210-22:53:44.720820,-108.193203,39.020325,3043,273.5,168.4,86,-108.055869,39.024832,4911.2,0.62,1.58,44.7
20200210-22:53:44.820840,-108.193296,39.020325,3043,271.5,167.8,85.8,-108.055872,39.024833,4911.2,0.62,1.58,44.7
20200210-22:53:44.920840,-108.193296,39.020325,3043,271.7,169.1,86.1,-108.055876,39.024833,4911.2,0.62,1.58,44.7
20200210-22:53:45.020840,-108.193389,39.020418,3044,271.6,169.3,86.3,-108.05588,39.024833,4911.2,0.63,1.58,44.7
20200210-22:53:45.120840,-108.193481,39.020418,3044,270.3,169.2,86.3,-108.055884,39.024833,4911.2,0.63,1.58,44.7
20200210-22:53:45.220840,-108.193574,39.020418,3044,272.1,168.4,86.3,-108.055888,39.024834,4911.2,0.62,1.57,44.7
20200210-22:53:45.320840,-108.193666,39.020418,3045,272.4,168.6,86.4,-108.055891,39.024834,4911.2,0.61,1.57,44.7
20200210-22:53:45.420840,-108.193759,39.020418,3045,272.3,168.2,86.4,-108.055895,39.024834,4911.2,0.59,1.57,44.7
20200210-22:53:45.520860,-108.193759,39.020418,3045,273.7,168.5,86.6,-108.055899,39.024834,4911.2,0.59,1.58,44.7
20200210-22:53:45.620860,-108.193852,39.020418,3045,275,168.9,86.2,-108.055903,39.024834,4911.2,0.59,1.58,44.7
20200210-22:53:45.720860,-108.193944,39.020418,3046,273.1,168.8,86.1,-108.055906,39.024835,4911.2,0.6,1.57,44.7
20200210-22:53:45.820860,-108.194037,39.020418,3046,273.7,168.7,86.2,-108.05591,39.024835,4911.2,0.62,1.57,44.7
20200210-22:53:45.920860,-108.194129,39.020418,3046,274.3,168.7,85.6,-108.055914,39.024835,4911.2,0.62,1.57,44.7
20200210-22:53:46.020860,-108.194222,39.020418,3046,275.9,168.4,85.8,-108.055918,39.024835,4911.2,0.62,1.57,44.7
20200210-22:53:46.120860,-108.194315,39.02051,3047,275.2,168,85.6,-108.055921,39.024835,4911.2,0.62,1.57,44.7
20200210-22:53:46.220880,-108.194315,39.02051,3047,274.8,168.2,85.2,-108.055925,39.024836,4911.2,0.61,1.57,44.7
20200210-22:53:46.320860,-108.194407,39.02051,3046,272.7,168.3,85,-108.055929,39.024836,4911.2,0.61,1.57,44.7
20200210-22:53:46.420860,-108.1945,39.02051,3047,274.2,168.5,84.9,-108.055933,39.024836,4911.2,0.61,1.56,44.7
20200210-22:53:46.520880,-108.194592,39.02051,3047,276.4,167.8,84.3,-108.055936,39.024836,4911.2,0.61,1.57,44.7
20200210-22:53:46.720880,-108.194778,39.02051,3047,274.9,167.6,84.2,-108.055944,39.024837,4911.2,0.61,1.56,44.7
20200210-22:53:46.820880,-108.19487,39.02051,3048,276.8,167.9,83.8,-108.055948,39.024837,4911.2,0.6,1.56,44.7
20200210-22:53:46.920880,-108.19487,39.02051,3048,275.8,167.8,83.9,-108.055951,39.024837,4911.2,0.6,1.56,44.7
20200210-22:53:47.020880,-108.194963,39.020603,3048,273.1,166.8,83.7,-108.055955,39.024837,4911.2,0.58,1.56,44.7
20200210-22:53:47.120880,-108.195055,39.020603,3048,273.5,167.2,83.6,-108.055959,39.024838,4911.2,0.58,1.56,44.7
20200210-22:53:47.220900,-108.195148,39.020603,3049,273.4,167.6,83.9,-108.055963,39.024838,4911.1,0.58,1.56,44.7
20200210-22:53:47.320900,-108.195241,39.020603,3049,273.3,167.1,84,-108.055966,39.024838,4911.1,0.59,1.56,44.7
20200210-22:53:47.420900,-108.195333,39.020603,3049,268.7,166.7,83.9,-108.05597,39.024838,4911.1,0.58,1.56,44.7
20200210-22:53:47.520900,-108.195426,39.020603,3049,267.8,166.9,84,-108.055974,39.024838,4911.1,0.58,1.56,44.7
20200210-22:53:47.620900,-108.195518,39.020603,3049,263.2,167.2,83.6,-108.055978,39.024839,4911.1,0.58,1.56,44.7
20200210-22:53:47.720900,-108.195518,39.020603,3049,265.7,166.5,84,-108.055981,39.024839,4911.1,0.58,1.56,44.7
20200210-22:53:47.820900,-108.195611,39.020603,3048,265.1,166.5,83.9,-108.055985,39.024839,4911.1,0.6,1.56,44.7
20200210-22:53:47.920920,-108.195704,39.020603,3048,265.3,167.3,84.1,-108.055989,39.024839,4911.1,0.6,1.56,44.7
20200210-22:53:48.020920,-108.195796,39.020603,3048,264.7,167.1,84.3,-108.055993,39.024839,4911.1,0.61,1.55,44.7
20200210-22:53:48.120920,-108.195889,39.020603,3048,266,167.2,84.1,-108.055996,39.02484,4911.1,0.59,1.55,44.7
20200210-22:53:48.220900,-108.195981,39.020603,3047,263.1,167.4,84.4,-108.056,39.02484,4911.1,0.59,1.55,44.7
20200210-22:53:48.320920,-108.196074,39.020603,3046,260.4,166.6,84.1,-108.056004,39.02484,4911.1,0.57,1.55,44.7
20200210-22:53:48.420920,-108.196166,39.020603,3046,259,167.4,84.3,-108.056008,39.02484,4911.1,0.57,1.55,44.7
20200210-22:53:48.520920,-108.196166,39.020695,3046,260.2,168.1,84.7,-108.056011,39.024841,4911.1,0.57,1.55,44.7
20200210-22:53:48.620920,-108.196259,39.020695,3045,256.7,167.4,84.7,-108.056015,39.024841,4911.1,0.56,1.55,44.7
20200210-22:53:48.720920,-108.196352,39.020695,3045,256.6,166.5,84.4,-108.056019,39.024841,4911.1,0.57,1.55,44.7
20200210-22:53:48.820920,-108.196444,39.020695,3044,258.3,166.8,84.8,-108.056023,39.024841,4911.1,0.56,1.55,44.7
20200210-22:53:48.920920,-108.196537,39.020695,3044,255.9,166.6,84.8,-108.056026,39.024841,4911.1,0.56,1.55,44.7
20200210-22:53:49.020940,-108.196629,39.020695,3044,257.8,166.7,84.8,-108.05603,39.024842,4911.1,0.55,1.54,44.7
20200210-22:53:49.120940,-108.196722,39.020695,3043,256.3,168.2,85.2,-108.056034,39.024842,4911.1,0.55,1.54,44.7
20200210-22:53:49.220940,-108.196815,39.020695,3043,258.1,168,85.7,-108.056038,39.024842,4911.1,0.57,1.54,44.7
20200210-22:53:49.320940,-108.196815,39.020695,3043,252.4,167.2,85.2,-108.056041,39.024842,4911.1,0.57,1.54,44.7
20200210-22:53:49.420940,-108.196907,39.020695,3043,255,168.3,85.2,-108.056045,39.024842,4911.1,0.58,1.54,44.7
20200210-22:53:49.520940,-108.197,39.020695,3042,255.3,167,85.3,-108.056049,39.024843,4911.1,0.57,1.54,44.7
20200210-22:53:49.620940,-108.197092,39.020695,3042,254.8,168.3,85.2,-108.056053,39.024843,4911.1,0.56,1.54,44.7
20200210-22:53:49.720960,-108.197185,39.020695,3042,256.8,168.1,85.5,-108.056056,39.024843,4911.1,0.55,1.54,44.7
20200210-22:53:49.820960,-108.197278,39.020695,3041,254.5,167,85.2,-108.05606,39.024843,4911.1,0.55,1.54,44.7
20200210-22:53:49.920960,-108.19737,39.020695,3041,252.1,167.5,85.2,-108.056064,39.024844,4911.1,0.55,1.54,44.7
20200210-22:53:50.020960,-108.197463,39.020695,3041,251.9,167.8,85.3,-108.056068,39.024844,4911.1,0.56,1.54,44.7
20200210-22:53:50.120960,-108.197463,39.020695,3041,249.5,167.5,85.2,-108.056071,39.024844,4911.1,0.56,1.54,44.7
20200210-22:53:50.220960,-108.197555,39.020695,3041,248.3,166.1,84.9,-108.056075,39.024844,4911,0.55,1.54,44.7
20200210-22:53:50.320960,-108.197648,39.020788,3041,249.7,166.5,84.9,-108.056079,39.024844,4911,0.53,1.54,44.7
20200210-22:53:50.420960,-108.197741,39.020788,3041,248.7,166.6,84.7,-108.056083,39.024845,4911,0.52,1.54,44.7
20200210-22:53:50.520960,-108.197833,39.020788,3041,246.9,167.5,84.7,-108.056086,39.024845,4911,0.53,1.54,44.7
20200210-22:53:50.620960,-108.197926,39.020788,3041,247.7,166.9,84.5,-108.05609,39.024845,4911,0.53,1.54,44.7
20200210-22:53:50.720980,-108.198018,39.020788,3041,246.8,166.7,84.4,-108.056094,39.024845,4911,0.55,1.54,44.7
20200210-22:53:50.820980,-108.198018,39.020788,3041,245.3,165.8,84.1,-108.056098,39.024845,4911,0.55,1.53,44.7
20200210-22:53:50.920980,-108.198111,39.020788,3041,245.8,166.4,84.2,-108.056101,39.024846,4911,0.56,1.54,44.7
20200210-22:53:51.020980,-108.198204,39.020788,3041,244.7,165.2,84.1,-108.056105,39.024846,4911,0.56,1.54,44.7
20200210-22:53:51.120980,-108.198296,39.020788,3041,244.7,166.8,84.3,-108.056109,39.024846,4911,0.56,1.54,44.7
20200210-22:53:51.220980,-108.198389,39.020788,3041,243.2,166.9,84.3,-108.056113,39.024846,4911,0.56,1.53,44.7
20200210-22:53:51.320980,-108.198481,39.020788,3041,241.9,166.2,84.1,-108.056116,39.024846,4911,0.55,1.53,44.7
20200210-22:53:51.421000,-108.198574,39.020788,3041,242.1,166.3,83.9,-108.05612,39.024847,4911,0.55,1.54,44.7
20200210-22:53:51.521000,-108.198574,39.020881,3040,242.7,165.6,83.8,-108.056124,39.024847,4911,0.55,1.54,44.7
20200210-22:53:51.621000,-108.198667,39.020881,3041,241.9,166.2,83.7,-108.056128,39.024847,4911,0.54,1.54,44.7
20200210-22:53:51.721000,-108.198759,39.020881,3041,242.3,165.4,83.7,-108.056131,39.024847,4911,0.53,1.53,44.7
20200210-22:53:51.821000,-108.198852,39.020881,3041,243.4,164.9,84.1,-108.056135,39.024848,4911,0.52,1.53,44.7
20200210-22:53:51.921000,-108.198944,39.020881,3041,241,164.8,83.3,-108.056139,39.024848,4911,0.53,1.54,44.7
20200210-22:53:52.021000,-108.199037,39.020881,3040,240.7,164.6,83.5,-108.056143,39.024848,4911,0.52,1.54,44.7
20200210-22:53:52.121000,-108.19913,39.020881,3040,241.2,164.8,83.7,-108.056146,39.024848,4911,0.54,1.53,44.7
20200210-22:53:52.221000,-108.199222,39.020881,3040,238.2,165,83.4,-108.05615,39.024848,4911,0.53,1.53,44.7
20200210-22:53:52.321000,-108.199222,39.020881,3040,238.4,165.3,83.6,-108.056154,39.024849,4911,0.53,1.53,44.7
20200210-22:53:52.421000,-108.199315,39.020881,3040,237.6,166,83.6,-108.056158,39.024849,4911,0.54,1.54,44.7
20200210-22:53:52.521020,-108.199407,39.020881,3040,236.5,164.5,83.6,-108.056161,39.024849,4911,0.54,1.54,44.7
20200210-22:53:52.621020,-108.1995,39.020881,3040,237.9,164.6,83.6,-108.056165,39.024849,4911,0.55,1.53,44.7
20200210-22:53:52.721020,-108.199593,39.020881,3040,236.1,165.1,83.4,-108.056169,39.024849,4911,0.54,1.53,44.7
20200210-22:53:52.821020,-108.199685,39.020973,3040,235.8,165.3,83.6,-108.056173,39.02485,4911,0.54,1.54,44.7
20200210-22:53:52.921020,-108.199778,39.020973,3040,234.4,164.5,84,-108.056176,39.02485,4911,0.54,1.54,44.7
20200210-22:53:53.021020,-108.199778,39.020973,3040,236.4,165.3,83.8,-108.05618,39.02485,4911,0.54,1.53,44.7
20200210-22:53:53.121020,-108.19987,39.020973,3040,237.2,166.2,83.7,-108.056184,39.02485,4911,0.54,1.54,44.7
20200210-22:53:53.221040,-108.199963,39.020973,3040,234.7,165.1,83.8,-108.056188,39.024851,4910.9,0.54,1.53,44.7
20200210-22:53:53.321040,-108.200056,39.020973,3041,235.1,164.7,83.7,-108.056191,39.024851,4910.9,0.54,1.54,44.7
20200210-22:53:53.421040,-108.200148,39.020973,3041,234.1,165.5,83.8,-108.056195,39.024851,4910.9,0.53,1.54,44.7
20200210-22:53:53.521040,-108.200241,39.020973,3041,235.3,166.6,83.7,-108.056199,39.024851,4910.9,0.53,1.54,44.7
20200210-22:53:53.621040,-108.200333,39.020973,3041,233.1,165.5,83.7,-108.056203,39.024851,4910.9,0.52,1.54,44.7
20200210-22:53:53.721040,-108.200333,39.020973,3041,234.2,165.5,83.6,-108.056206,39.024852,4910.9,0.53,1.53,44.7
20200210-22:53:53.821040,-108.200426,39.021066,3041,233.3,166.2,83.7,-108.05621,39.024852,4910.9,0.53,1.54,44.7
