UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200210-22:52:25.618980,-108.131441,39.015603,3124,240.7,172.4,94.1,-108.052898,39.02467,4914.1,0.99,1.53,44.8
20200210-22:52:25.718980,-108.131534,39.015603,3124,240.1,172.9,93.7,-108.052902,39.02467,4914.1,0.97,1.52,44.8
20200210-22:52:25.819000,-108.131534,39.015603,3124,240.5,173,93,-108.052906,39.02467,4914.1,0.97,1.52,44.8
20200210-22:52:25.919000,-108.131626,39.015603,3124,243,172.1,92,-108.05291,39.02467,4914.1,0.96,1.53,44.8
20200210-22:52:26.019000,-108.131719,39.015603,3124,243.2,170,91.2,-108.052913,39.02467,4914.1,0.97,1.53,44.8
20200210-22:52:26.119000,-108.131812,39.015603,3124,241.9,169.9,90.9,-108.052917,39.024671,4914.1,0.98,1.53,44.8
20200210-22:52:26.219000,-108.131904,39.015603,3123,242.8,171.5,90.2,-108.052921,39.024671,4914.1,0.97,1.52,44.8
20200210-22:52:26.319000,-108.131997,39.015603,3123,241.1,170.5,89.7,-108.052925,39.024671,4914.1,0.97,1.52,44.8
20200210-22:52:26.419000,-108.132089,39.015603,3123,243.5,170.4,89.1,-108.052928,39.024671,4914.1,0.96,1.53,44.8
20200210-22:52:26.519000,-108.132089,39.015603,3123,243.4,169.5,88.8,-108.052932,39.024671,4914.1,0.95,1.53,44.8
20200210-22:52:26.619000,-108.132182,39.015603,3122,241.6,169.7,88.2,-108.052936,39.024672,4914.1,0.96,1.53,44.8
20200210-22:52:26.719000,-108.132275,39.015695,3122,240.1,169.3,87.8,-108.05294,39.024672,4914.1,0.97,1.53,44.8
20200210-22:52:26.819000,-108.132367,39.015695,3122,240,169,87.2,-108.052944,39.024672,4914.1,0.98,1.53,44.8
20200210-22:52:26.919020,-108.13246,39.015695,3122,239.9,169.6,87,-108.052947,39.024672,4914,0.99,1.53,44.8
20200210-22:52:27.019020,-108.132552,39.015695,3121,238.7,168.7,86.6,-108.052951,39.024672,4914,0.99,1.53,44.8
20200210-22:52:27.119020,-108.132645,39.015695,3121,239.8,169.3,86.6,-108.052955,39.024673,4914,0.97,1.53,44.8
20200210-22:52:27.219020,-108.132645,39.015695,3121,237,167.2,86,-108.052959,39.024673,4914,0.97,1.53,44.8
20200210-22:52:27.319020,-108.132738,39.015695,3121,237.4,168.4,85.9,-108.052962,39.024673,4914,0.96,1.53,44.8
20200210-22:52:27.419020,-108.13283,39.015695,3121,234.7,167.8,85.5,-108.052966,39.024673,4914,0.97,1.54,44.8
20200210-22:52:27.519020,-108.132923,39.015695,3121,236.1,168,85.6,-108.05297,39.024673,4914,0.97,1.53,44.8
20200210-22:52:27.619040,-108.133015,39.015695,3120,237.8,167.4,85.2,-108.052974,39.024674,4914,0.98,1.53,44.8
20200210-22:52:27.719040,-108.133108,39.015695,3120,234.5,167.7,85,-108.052977,39.024674,4914,0.97,1.53,44.8
20200210-22:52:27.819040,-108.133108,39.015695,3120,240,167.3,84.9,-108.052981,39.024674,4914,0.97,1.54,44.8
20200210-22:52:27.919040,-108.133201,39.015695,3120,236.1,167.4,84.9,-108.052985,39.024674,4914,0.98,1.54,44.8
20200210-22:52:28.019040,-108.133293,39.015695,3120,239.1,167.1,84.8,-108.052989,39.024674,4914,0.96,1.54,44.8
20200210-22:52:28.119040,-108.133386,39.015695,3120,236.6,168,84.8,-108.052992,39.024675,4914,0.96,1.54,44.8
20200210-22:52:28.219040,-108.133478,39.015695,3120,235.7,167.9,85,-108.052996,39.024675,4914,0.97,1.54,44.8
20200210-22:52:28.319040,-108.133571,39.015695,3120,237.5,167.9,85.2,-108.053,39.024675,4914,0.97,1.54,44.8
20200210-22:52:28.419040,-108.133664,39.015695,3120,236.8,167.6,85.4,-108.053004,39.024675,4914,0.99,1.54,44.8
20200210-22:52:28.519040,-108.133664,39.015788,3120,237.3,168,85.8,-108.053007,39.024675,4914,0.97,1.54,44.8
20200210-22:52:28.619060,-108.133756,39.015788,3120,238.5,168.5,86.5,-108.053011,39.024676,4914,0.97,1.54,44.8
20200210-22:52:28.719060,-108.133849,39.015788,3120,239.5,169.3,87.2,-108.053015,39.024676,4914,0.96,1.54,44.8
20200210-22:52:28.819060,-108.133941,39.015788,3120,237,167.9,87.5,-108.053019,39.024676,4914,0.96,1.55,44.8
20200210-22:52:28.919060,-108.134034,39.015788,3120,239.3,170.2,88.3,-108.053022,39.024676,4914,0.96,1.55,44.8
20200210-22:52:29.019060,-108.134127,39.015788,3120,239.9,168.7,88.7,-108.053026,39.024676,4914,0.98,1.55,44.8
20200210-22:52:29.119060,-108.134219,39.015788,3120,240.7,169.3,89.3,-108.05303,39.024677,4914,0.99,1.55,44.8
20200210-22:52:29.219060,-108.134312,39.015788,3120,240.9,170.9,90,-108.053034,39.024677,4914,0.97,1.55,44.8
20200210-22:52:29.319080,-108.134312,39.015788,3120,241.4,169.6,90.2,-108.053037,39.024677,4914,0.97,1.55,44.8
20200210-22:52:29.419080,-108.134404,39.015788,3120,240.1,171.2,91.9,-108.053041,39.024677,4914,0.95,1.55,44.8
20200210-22:52:29.519080,-108.134497,39.015788,3120,242.7,171.4,93,-108.053045,39.024677,4914,0.95,1.55,44.8
20200210-22:52:29.619080,-108.13459,39.015788,3120,238.8,170.8,93.7,-108.053049,39.024678,4913.9,0.96,1.55,44.8
20200210-22:52:29.719080,-108.134682,39.015788,3120,240.6,171.7,94.5,-108.053052,39.024678,4913.9,0.97,1.56,44.8
20200210-22:52:29.819080,-108.134775,39.01588,3120,242.3,171.4,94.9,-108.053056,39.024678,4913.9,0.97,1.56,44.8
20200210-22:52:29.919080,-108.134867,39.01588,3120,241.1,172.6,95.5,-108.05306,39.024678,4913.9,0.98,1.55,44.8
20200210-22:52:30.019100,-108.13496,39.01588,3120,239,172.9,96.1,-108.053064,39.024678,4913.9,0.98,1.56,44.8
20200210-22:52:30.119100,-108.135053,39.01588,3120,241.6,173.8,96.1,-108.053067,39.024679,4913.9,0.97,1.56,44.8
20200210-22:52:30.219080,-108.135145,39.01588,3120,239.8,172.5,96.4,-108.053071,39.024679,4913.9,0.97,1.56,44.8
20200210-22:52:30.319080,-108.135145,39.01588,3120,241.8,173.2,96.4,-108.053075,39.024679,4913.9,0.96,1.56,44.8
20200210-22:52:30.419100,-108.135238,39.01588,3120,240.3,172.9,96.5,-108.053079,39.024679,4913.9,0.97,1.56,44.8
20200210-22:52:30.519100,-108.13533,39.01588,3120,241.3,173.3,95.9,-108.053083,39.024679,4913.9,0.97,1.56,44.8
20200210-22:52:30.619100,-108.135423,39.01588,3120,239.9,173.3,96.2,-108.053086,39.02468,4913.9,0.97,1.56,44.8
20200210-22:52:30.719100,-108.135516,39.01588,3120,239.5,173.2,96.3,-108.05309,39.02468,4913.9,0.96,1.56,44.8
20200210-22:52:30.819100,-108.135608,39.01588,3120,241.3,173.1,96.1,-108.053094,39.02468,4913.9,0.96,1.56,44.8
20200210-22:52:30.919100,-108.135701,39.01588,3120,239.7,173.4,96.1,-108.053098,39.02468,4913.9,0.96,1.56,44.8
20200210-22:52:31.019100,-108.135793,39.015973,3120,240,174,95.9,-108.053101,39.02468,4913.9,0.96,1.56,44.8
20200210-22:52:31.119120,-108.135793,39.015973,3120,239.8,173.8,96.2,-108.053105,39.024681,4913.9,0.97,1.56,44.8
20200210-22:52:31.219120,-108.135886,39.015973,3120,238.1,173.7,96.2,-108.053109,39.024681,4913.9,0.97,1.56,44.8
20200210-22:52:31.319120,-108.135979,39.015973,3120,238.9,174.2,96.3,-108.053113,39.024681,4913.9,0.98,1.56,44.8
20200210-22:52:31.419120,-108.136071,39.015973,3120,240.2,173.8,96.5,-108.053116,39.024681,4913.9,0.97,1.56,44.8
20200210-22:52:31.519120,-108.136164,39.015973,3120,240.8,173.4,96.6,-108.05312,39.024681,4913.9,0.96,1.56,44.8
20200210-22:52:31.619120,-108.136256,39.015973,3120,241.5,173.4,96.6,-108.053124,39.024682,4913.9,0.95,1.56,44.8
20200210-22:52:31.719120,-108.136349,39.015973,3120,239.4,173.6,97.2,-108.053128,39.024682,4913.9,0.96,1.56,44.8
20200210-22:52:31.819140,-108.136442,39.015973,3120,239.6,172.5,97.1,-108.053131,39.024682,4913.9,0.97,1.56,44.8
20200210-22:52:31.919140,-108.136442,39.015973,3120,238.8,172.7,97.2,-108.053135,39.024682,4913.9,0.97,1.56,44.8
20200210-22:52:32.019140,-108.136534,39.015973,3120,239.1,173,97,-108.053139,39.024682,4913.9,0.98,1.56,44.8
20200210-22:52:32.119140,-108.136627,39.016066,3120,239.2,172.7,96.9,-108.053143,39.024683,4913.9,0.97,1.56,44.8
20200210-22:52:32.219140,-108.136719,39.016066,3120,238.4,172.1,96.7,-108.053146,39.024683,4913.9,0.96,1.56,44.8
20200210-22:52:32.319140,-108.136812,39.016066,3120,235.7,171.7,96.6,-108.05315,39.024683,4913.9,0.96,1.56,44.8
20200210-22:52:32.419160,-108.136904,39.016066,3120,236.3,172.5,96,-108.053154,39.024683,4913.8,0.95,1.56,44.8
20200210-22:52:32.519140,-108.136997,39.016066,3120,238.3,173.4,95.6,-108.053158,39.024683,4913.8,0.96,1.56,44.8
20200210-22:52:32.619140,-108.136997,39.016066,3120,236.3,171.5,94.8,-108.053161,39.024684,4913.8,0.97,1.56,44.8
20200210-22:52:32.719140,-108.13709,39.016066,3120,237.6,171.7,93.9,-108.053165,39.024684,4913.8,0.97,1.56,44.8
20200210-22:52:32.819160,-108.137182,39.016066,3120,236.9,170.8,93.3,-108.053169,39.024684,4913.8,0.97,1.56,44.8
20200210-22:52:32.919160,-108.137275,39.016066,3120,236.1,171.9,92.6,-108.053173,39.024684,4913.8,0.95,1.56,44.8
20200210-22:52:33.019160,-108.137367,39.016066,3120,237.8,171.8,91.7,-108.053176,39.024684,4913.8,0.94,1.56,44.8
20200210-22:52:33.119160,-108.13746,39.016066,3120,237.8,170.2,91,-108.05318,39.024685,4913.8,0.94,1.56,44.8
20200210-22:52:33.219160,-108.137553,39.016158,3121,237.6,169.8,90,-108.053184,39.024685,4913.8,0.95,1.56,44.8
20200210-22:52:33.319160,-108.137553,39.016158,3121,240.5,170.1,89.2,-108.053188,39.024685,4913.8,0.96,1.56,44.8
20200210-22:52:33.419160,-108.137645,39.016158,3120,238.7,169.3,88.7,-108.053191,39.024685,4913.8,0.97,1.56,44.8
20200210-22:52:33.519180,-108.137738,39.016066,3118,237,169.8,88.1,-108.053195,39.024685,4913.8,0.97,1.56,44.8
20200210-22:52:33.619180,-108.13783,39.016066,3117,236.1,169.6,87.6,-108.053199,39.024686,4913.8,0.96,1.56,44.8
20200210-22:52:33.719180,-108.137923,39.016158,3116,234.8,169.4,87.1,-108.053203,39.024686,4913.8,0.96,1.56,44.8
20200210-22:52:33.819180,-108.138016,39.016158,3116,235.4,168.7,87,-108.053207,39.024686,4913.8,0.95,1.55,44.8
20200210-22:52:33.919180,-108.138108,39.016158,3114,236.5,169.9,86.8,-108.05321,39.024686,4913.8,0.94,1.55,44.8
20200210-22:52:34.019180,-108.138108,39.016158,3114,237.3,168.1,86.5,-108.053214,39.024686,4913.8,0.94,1.56,44.8
20200210-22:52:34.119180,-108.138201,39.016158,3113,236.5,168.1,86.2,-108.053218,39.024687,4913.8,0.95,1.56,44.8
20200210-22:52:34.219180,-108.138293,39.016158,3113,238.5,168.3,85.8,-108.053222,39.024687,4913.8,0.96,1.56,44.8
20200210-22:52:34.319180,-108.138386,39.016158,3113,238.5,168.2,86.1,-108.053225,39.024687,4913.8,0.96,1.56,44.8
20200210-22:52:34.419180,-108.138479,39.016158,3112,239.8,167.7,86.1,-108.053229,39.024687,4913.8,0.96,1.55,44.8
20200210-22:52:34.519200,-108.138571,39.016158,3112,239.2,168.4,86.1,-108.053233,39.024687,4913.8,0.95,1.55,44.8
20200210-22:52:34.619200,-108.138664,39.016158,3111,238.8,167.7,86,-108.053237,39.024688,4913.8,0.94,1.55,44.8
20200210-22:52:34.719200,-108.138756,39.016158,3111,239.6,167.9,86.3,-108.05324,39.024688,4913.8,0.93,1.56,44.8
20200210-22:52:34.819200,-108.138849,39.016158,3110,238,167.9,86,-108.053244,39.024688,4913.8,0.93,1.56,44.8
20200210-22:52:34.919200,-108.138849,39.016158,3110,237.5,168,86.4,-108.053248,39.024688,4913.8,0.94,1.55,44.8
20200210-22:52:35.019200,-108.138942,39.016158,3110,238.6,168.4,86.5,-108.053252,39.024688,4913.8,0.95,1.55,44.8
20200210-22:52:35.119200,-108.139034,39.016158,3109,237.2,168.9,86.9,-108.053255,39.024689,4913.8,0.95,1.55,44.8
20200210-22:52:35.219220,-108.139127,39.016158,3108,236.7,169.1,87,-108.053259,39.024689,4913.8,0.95,1.55,44.8
20200210-22:52:35.319220,-108.139219,39.016158,3108,237.8,168.5,87.1,-108.053263,39.024689,4913.7,0.94,1.55,44.8
20200210-22:52:35.419220,-108.139312,39.016158,3107,237.6,169.5,87.2,-108.053267,39.024689,4913.7,0.94,1.55,44.8
20200210-22:52:35.519220,-108.139405,39.016158,3106,236.3,168.7,87.6,-108.05327,39.024689,4913.7,0.93,1.55,44.8
20200210-22:52:35.619220,-108.139497,39.016158,3106,238.7,168.6,87.7,-108.053274,39.02469,4913.7,0.94,1.55,44.8
20200210-22:52:35.719220,-108.13959,39.016158,3105,236.5,168.9,87.8,-108.053278,39.02469,4913.7,0.94,1.55,44.8
20200210-22:52:35.819220,-108.139682,39.016158,3104,235,168.6,88,-108.053282,39.02469,4913.7,0.95,1.55,44.8
20200210-22:52:35.919220,-108.139682,39.016158,3104,236.7,168.9,88.1,-108.053285,39.02469,4913.7,0.95,1.54,44.8
20200210-22:52:36.019220,-108.139775,39.016158,3103,237.2,168.4,88.2,-108.053289,39.02469,4913.7,0.93,1.54,44.8
20200210-22:52:36.119220,-108.139868,39.016251,3107,238.5,168.8,88.3,-108.053293,39.024691,4913.7,0.92,1.54,44.8
20200210-22:52:36.219220,-108.13996,39.016251,3108,237.4,169,88.6,-108.053297,39.024691,4913.7,0.92,1.55,44.8
20200210-22:52:36.319240,-108.140053,39.016251,3107,239,168.9,88.4,-108.0533,39.024691,4913.7,0.91,1.54,44.8
20200210-22:52:36.419240,-108.140053,39.016251,3107,239.7,169.8,88.8,-108.053304,39.024691,4913.7,0.92,1.54,44.8
20200210-22:52:36.519240,-108.140145,39.016251,3107,237.3,169.1,88.5,-108.053308,39.024691,4913.7,0.92,1.54,44.8
20200210-22:52:36.619240,-108.140238,39.016251,3106,238.3,168.5,88.7,-108.053312,39.024692,4913.7,0.93,1.54,44.8
20200210-22:52:36.719240,-108.140331,39.016251,3104,236.9,168.8,88.8,-108.053315,39.024692,4913.7,0.91,1.54,44.8
20200210-22:52:36.819240,-108.140423,39.016251,3104,237.4,170.1,88.7,-108.053319,39.024692,4913.7,0.91,1.54,44.8
20200210-22:52:36.919240,-108.140516,39.016251,3104,235.7,169.2,88.6,-108.053323,39.024692,4913.7,0.91,1.54,44.8
20200210-22:52:37.019260,-108.140608,39.016251,3104,237,169.3,88.5,-108.053327,39.024692,4913.7,0.92,1.54,44.8
20200210-22:52:37.119260,-108.140608,39.016251,3104,236.7,169.1,87.9,-108.05333,39.024693,4913.7,0.94,1.54,44.8
20200210-22:52:37.219260,-108.140701,39.016343,3104,236.8,169.1,87.6,-108.053334,39.024693,4913.7,0.92,1.53,44.8
20200210-22:52:37.319260,-108.140794,39.016343,3105,238.4,168.5,87.3,-108.053338,39.024693,4913.7,0.92,1.54,44.8
20200210-22:52:37.419260,-108.140886,39.016343,3106,237,168.4,86.8,-108.053342,39.024693,4913.7,0.92,1.54,44.8
20200210-22:52:37.519260,-108.140979,39.016343,3107,237.1,167.9,86.6,-108.053346,39.024693,4913.7,0.91,1.54,44.8
20200210-22:52:37.619260,-108.141071,39.016343,3107,237.2,168.6,86.4,-108.053349,39.024694,4913.7,0.92,1.53,44.8
20200210-22:52:37.719280,-108.141071,39.016343,3107,238.5,168.4,86.1,-108.053353,39.024694,4913.7,0.91,1.53,44.8
20200210-22:52:37.819260,-108.141164,39.016343,3107,238.5,168.8,85.9,-108.053357,39.024694,4913.7,0.9,1.53,44.8
20200210-22:52:37.919260,-108.141257,39.016343,3107,238.5,168.4,85.7,-108.053361,39.024694,4913.7,0.9,1.53,44.8
20200210-22:52:38.019280,-108.141349,39.016343,3107,238.6,168.8,85.4,-108.053364,39.024694,4913.7,0.89,1.53,44.8
20200210-22:52:38.119280,-108.141442,39.016436,3107,238,168.6,85.4,-108.053368,39.024695,4913.7,0.9,1.53,44.8
20200210-22:52:38.219280,-108.141534,39.016436,3107,239.6,168.6,85.1,-108.053372,39.024695,4913.6,0.89,1.53,44.8
20200210-22:52:38.319280,-108.141534,39.016436,3107,237.7,168.5,85.4,-108.053376,39.024695,4913.6,0.89,1.53,44.8
20200210-22:52:38.419280,-108.141627,39.016436,3107,238.9,168.6,85.4,-108.053379,39.024695,4913.6,0.9,1.53,44.8
20200210-22:52:38.519280,-108.14172,39.016436,3107,237.8,168.9,85.1,-108.053383,39.024695,4913.6,0.91,1.53,44.8
20200210-22:52:38.619280,-108.141812,39.016436,3107,237.3,168.7,85.5,-108.053387,39.024696,4913.6,0.91,1.53,44.8
20200210-22:52:38.719300,-108.141905,39.016436,3107,237.2,168.7,85.5,-108.053391,39.024696,4913.6,0.91,1.52,44.8
20200210-22:52:38.819300,-108.141997,39.016436,3107,238.4,167.8,85.7,-108.053394,39.024696,4913.6,0.9,1.52,44.8
20200210-22:52:38.919300,-108.141997,39.016436,3107,239.1,168.6,85.7,-108.053398,39.024696,4913.6,0.89,1.53,44.8
20200210-22:52:39.019300,-108.14209,39.016436,3108,235.6,168.6,86,-108.053402,39.024696,4913.6,0.89,1.53,44.8
20200210-22:52:39.119300,-108.142183,39.016529,3108,236.1,166.8,86.1,-108.053406,39.024697,4913.6,0.9,1.52,44.8
20200210-22:52:39.219300,-108.142275,39.016529,3108,238.4,168.1,86,-108.053409,39.024697,4913.6,0.9,1.52,44.8
20200210-22:52:39.319300,-108.142368,39.016529,3109,237.1,168.1,86.1,-108.053413,39.024697,4913.6,0.89,1.52,44.8
20200210-22:52:39.419320,-108.142368,39.016529,3109,238.4,168.7,86.1,-108.053417,39.024697,4913.6,0.87,1.52,44.8
20200210-22:52:39.519320,-108.14246,39.016529,3109,236.6,168.3,86.4,-108.053421,39.024697,4913.6,0.86,1.52,44.8
20200210-22:52:39.619320,-108.142553,39.016529,3110,236.9,168.2,86.4,-108.053424,39.024698,4913.6,0.87,1.52,44.8
20200210-22:52:39.719300,-108.142645,39.016529,3110,238.1,167.8,86.1,-108.053428,39.024698,4913.6,0.86,1.52,44.8
20200210-22:52:39.819320,-108.142738,39.016529,3111,237.9,168.8,86.5,-108.053432,39.024698,4913.6,0.88,1.52,44.8
20200210-22:52:39.919320,-108.142831,39.016529,3111,237.2,168.6,86.6,-108.053436,39.024698,4913.6,0.88,1.52,44.8
20200210-22:52:40.019320,-108.142831,39.016621,3111,237.3,167.3,86.7,-108.053439,39.024698,4913.6,0.89,1.52,44.8
20200210-22:52:40.119320,-108.142923,39.016621,3112,237.6,168.1,86.8,-108.053443,39.024699,4913.6,0.89,1.51,44.8
20200210-22:52:40.219320,-108.143016,39.016621,3112,237.6,167.9,86.9,-108.053447,39.024699,4913.6,0.89,1.51,44.8
20200210-22:52:40.319320,-108.143108,39.016621,3111,236.7,169,87.2,-108.053451,39.024699,4913.6,0.89,1.51,44.8
20200210-22:52:40.419320,-108.143201,39.016621,3111,238.8,168.7,87.1,-108.053454,39.024699,4913.6,0.89,1.52,44.8
20200210-22:52:40.519340,-108.143201,39.016621,3111,237.7,168.8,87.3,-108.053458,39.024699,4913.6,0.9,1.51,44.8
20200210-22:52:40.619340,-108.143294,39.016621,3111,237.3,168.7,87.3,-108.053462,39.0247,4913.6,0.89,1.51,44.8
20200210-22:52:40.719340,-108.143386,39.016621,3111,237.5,168.9,87.7,-108.053466,39.0247,4913.6,0.9,1.51,44.8
20200210-22:52:40.819340,-108.143479,39.016621,3110,238.3,169.3,88,-108.053469,39.0247,4913.6,0.89,1.51,44.8
20200210-22:52:40.919340,-108.143571,39.016621,3110,239.5,169.4,88.1,-108.053473,39.0247,4913.6,0.87,1.51,44.8
20200210-22:52:41.019340,-108.143664,39.016621,3110,238.1,170.3,88.8,-108.053477,39.0247,4913.6,0.86,1.51,44.8
20200210-22:52:41.119340,-108.143757,39.016621,3109,239.4,169.7,89,-108.053481,39.024701,4913.6,0.85,1.51,44.8
20200210-22:52:41.219360,-108.143757,39.016714,3110,238.5,168.9,89.6,-108.053484,39.024701,4913.5,0.86,1.51,44.8
20200210-22:52:41.319360,-108.143849,39.016714,3109,239.4,169.4,89.8,-108.053488,39.024701,4913.5,0.86,1.51,44.8
20200210-22:52:41.419360,-108.143942,39.016714,3109,237.6,169.8,90.9,-108.053492,39.024701,4913.5,0.87,1.51,44.8
20200210-22:52:41.519360,-108.144034,39.016714,3109,238.6,170.7,91.4,-108.053496,39.024702,4913.5,0.87,1.51,44.9
20200210-22:52:41.619360,-108.144127,39.016714,3109,239.3,169.7,92.1,-108.0535,39.024702,4913.5,0.88,1.51,44.9
20200210-22:52:41.719360,-108.144127,39.016714,3109,238.6,171.4,92.8,-108.053503,39.024702,4913.5,0.88,1.5,44.9
20200210-22:52:41.819360,-108.14422,39.016714,3109,240.3,170.7,93.4,-108.053507,39.024702,4913.5,0.87,1.51,44.9
20200210-22:52:41.919360,-108.144312,39.016714,3109,240.2,172.5,94,-108.053511,39.024702,4913.5,0.88,1.51,44.9
20200210-22:52:42.019360,-108.144405,39.016714,3109,238.7,171.8,94.5,-108.053515,39.024703,4913.5,0.88,1.51,44.9
20200210-22:52:42.119360,-108.144497,39.016714,3109,238.9,172.3,95.1,-108.053518,39.024703,4913.5,0.89,1.51,44.9
20200210-22:52:42.219380,-108.14459,39.016714,3109,237.5,172.5,95.5,-108.053522,39.024703,4913.5,0.88,1.5,44.9
20200210-22:52:42.319380,-108.14459,39.016806,3109,238.7,171.8,96,-108.053526,39.024703,4913.5,0.88,1.51,44.9
20200210-22:52:42.419380,-108.144683,39.016806,3110,238.4,172.6,96.4,-108.05353,39.024703,4913.5,0.88,1.51,44.9
20200210-22:52:42.519380,-108.144775,39.016806,3110,237.4,172.9,97,-108.053533,39.024704,4913.5,0.86,1.5,44.9
20200210-22:52:42.619380,-108.144868,39.016806,3110,239.4,172.7,97,-108.053537,39.024704,4913.5,0.85,1.5,44.9
20200210-22:52:42.719380,-108.14496,39.016806,3110,239.2,173.1,97.5,-108.053541,39.024704,4913.5,0.85,1.51,44.9
20200210-22:52:42.819380,-108.14496,39.016806,3110,239.6,172.9,97.8,-108.053545,39.024704,4913.5,0.85,1.5,44.9
20200210-22:52:42.919400,-108.145053,39.016806,3110,241.9,175,98.3,-108.053548,39.024704,4913.5,0.85,1.5,44.9
20200210-22:52:43.019400,-108.145146,39.016806,3110,240.1,173.6,98.4,-108.053552,39.024705,4913.5,0.86,1.5,44.9
20200210-22:52:43.119400,-108.145238,39.016806,3110,240.4,173.6,98.5,-108.053556,39.024705,4913.5,0.85,1.5,44.9
20200210-22:52:43.219400,-108.145331,39.016806,3110,239.7,173.4,98.8,-108.05356,39.024705,4913.5,0.86,1.5,44.9
20200210-22:52:43.319400,-108.145423,39.016806,3110,240.5,174.9,98.9,-108.053563,39.024705,4913.5,0.86,1.5,44.9
20200210-22:52:43.419400,-108.145423,39.016899,3110,240.4,174.2,99.3,-108.053567,39.024705,4913.5,0.87,1.5,44.9
20200210-22:52:43.519400,-108.145516,39.016899,3110,239.8,174.2,99.2,-108.053571,39.024706,4913.5,0.87,1.5,44.9
20200210-22:52:43.619400,-108.145609,39.016899,3110,240.7,174.1,99.3,-108.053575,39.024706,4913.5,0.88,1.5,44.9
20200210-22:52:43.719400,-108.145701,39.016899,3110,240.3,174.4,99.7,-108.053578,39.024706,4913.5,0.88,1.5,44.9
20200210-22:52:43.819400,-108.145794,39.016899,3110,241,174.9,99.7,-108.053582,39.024706,4913.5,0.87,1.5,44.9
20200210-22:52:43.919400,-108.145886,39.016899,3111,238.5,175.3,99.6,-108.053586,39.024706,4913.5,0.87,1.5,45
20200210-22:52:44.019420,-108.145886,39.016899,3111,239.8,174.4,99.7,-108.05359,39.024707,4913.4,0.85,1.5,45
20200210-22:52:44.119420,-108.145979,39.016899,3111,239,174.7,100,-108.053593,39.024707,4913.4,0.85,1.5,45
20200210-22:52:44.219420,-108.146072,39.016899,3111,238.9,174.3,100.1,-108.053597,39.024707,4913.4,0.85,1.5,45
20200210-22:52:44.319420,-108.146164,39.016899,3112,240.4,176.2,100.4,-108.053601,39.024707,4913.4,0.83,1.5,45
20200210-22:52:44.419420,-108.146257,39.016899,3112,240.2,174.7,100,-108.053605,39.024707,4913.4,0.85,1.5,45
20200210-22:52:44.519420,-108.146257,39.016992,3112,241.2,175.1,99.9,-108.053608,39.024708,4913.4,0.85,1.5,45
20200210-22:52:44.619420,-108.146349,39.016992,3112,241.1,175.3,100,-108.053612,39.024708,4913.4,0.85,1.5,45
20200210-22:52:44.719440,-108.146442,39.016992,3112,242.7,175.2,100.1,-108.053616,39.024708,4913.4,0.85,1.5,45
20200210-22:52:44.819440,-108.146535,39.016992,3112,242.6,175.2,100,-108.05362,39.024708,4913.4,0.85,1.5,45
20200210-22:52:44.919440,-108.146627,39.016992,3112,242.5,176,99.8,-108.053623,39.024708,4913.4,0.87,1.5,45
20200210-22:52:45.019440,-108.14672,39.016992,3112,241,175.4,99.8,-108.053627,39.024709,4913.4,0.87,1.5,45
20200210-22:52:45.119440,-108.14672,39.016992,3112,241.9,175.1,99.8,-108.053631,39.024709,4913.4,0.87,1.5,45
20200210-22:52:45.219440,-108.146812,39.016992,3112,240.8,174.5,99.4,-108.053635,39.024709,4913.4,0.87,1.51,45
20200210-22:52:45.319440,-108.146905,39.016992,3112,241,174.8,99.7,-108.053638,39.024709,4913.4,0.86,1.51,45
20200210-22:52:45.419440,-108.146998,39.016992,3112,241.5,175.5,99.1,-108.053642,39.024709,4913.4,0.85,1.51,45
20200210-22:52:45.519440,-108.14709,39.016992,3113,243.8,175.8,99.1,-108.053646,39.02471,4913.4,0.85,1.5,45
20200210-22:52:45.619440,-108.14709,39.017084,3113,244,174.3,98.7,-108.05365,39.02471,4913.4,0.85,1.5,45
20200210-22:52:45.719460,-108.147183,39.017084,3113,241.2,174.7,98.4,-108.053654,39.02471,4913.4,0.84,1.51,45
20200210-22:52:45.819460,-108.147275,39.017084,3113,238.6,175.4,97.9,-108.053657,39.02471,4913.4,0.84,1.51,45
20200210-22:52:45.919460,-108.147368,39.017084,3113,240,174.4,97.8,-108.053661,39.02471,4913.4,0.84,1.5,45
20200210-22:52:46.019460,-108.147461,39.017084,3113,240.5,175.2,97.4,-108.053665,39.024711,4913.4,0.84,1.51,45
20200210-22:52:46.119460,-108.147553,39.017084,3114,239.3,175.9,97.2,-108.053669,39.024711,4913.4,0.84,1.51,45
20200210-22:52:46.219460,-108.147553,39.017084,3114,239.9,175.5,96.7,-108.053672,39.024711,4913.4,0.84,1.51,45
20200210-22:52:46.319460,-108.147646,39.017084,3114,241.1,174.8,96.4,-108.053676,39.024711,4913.4,0.84,1.51,45
20200210-22:52:46.419480,-108.147738,39.017084,3114,239.9,174.9,96,-108.05368,39.024711,4913.4,0.85,1.51,45
20200210-22:52:46.519480,-108.147831,39.017177,3114,239.9,174.1,95.3,-108.053684,39.024712,4913.4,0.86,1.51,45
